Series_ID,Year,Month,Month_Name,Pred_Active,Prob_Active,Pred_Revenue
CLIENT_030_ROUTE_037_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.3835,0.0
CLIENT_031_ROUTE_035_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.8984,6706.47
CLIENT_031_ROUTE_038_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9808,317176.38
CLIENT_031_ROUTE_039_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.1351,0.0
CLIENT_031_ROUTE_040_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9819,472673.62
CLIENT_031_ROUTE_041_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9809,1535067.0
CLIENT_031_ROUTE_042_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9838,13244.12
CLIENT_031_ROUTE_047_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9808,191073.83
CLIENT_031_ROUTE_048_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9827,5254.54
CLIENT_031_ROUTE_049_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.0372,0.0
CLIENT_031_ROUTE_050_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9708,13801.27
CLIENT_031_ROUTE_051_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,8481.95
CLIENT_031_ROUTE_052_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.3835,0.0
CLIENT_031_ROUTE_053_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9852,115668.3
CLIENT_031_ROUTE_054_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9852,50537.35
CLIENT_032_ROUTE_043_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9852,21561.46
CLIENT_032_ROUTE_043_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,7549.35
CLIENT_034_ROUTE_045_SUPPLIERCONNECTION_003_NETWORK_007,2025,3,Mar,0,0.0433,0.0
CLIENT_035_ROUTE_045_SUPPLIERCONNECTION_003_NETWORK_007,2025,3,Mar,0,0.1062,0.0
CLIENT_036_ROUTE_046_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9852,7446.82
CLIENT_036_ROUTE_046_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9739,7194.99
CLIENT_037_ROUTE_055_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9838,23017.28
CLIENT_037_ROUTE_055_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9835,58122.21
CLIENT_038_ROUTE_056_SUPPLIERCONNECTION_003_NETWORK_007,2025,3,Mar,1,0.9852,10312.24
CLIENT_039_ROUTE_057_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.3835,0.0
CLIENT_040_ROUTE_058_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,0,0.0433,0.0
CLIENT_040_ROUTE_058_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,20817.13
CLIENT_041_ROUTE_008_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,0,0.0433,0.0
CLIENT_041_ROUTE_008_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,22223.67
CLIENT_042_ROUTE_059_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9838,9749.5
CLIENT_042_ROUTE_059_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,7022.16
CLIENT_043_ROUTE_060_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.3835,0.0
CLIENT_044_ROUTE_061_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9621,5485.92
CLIENT_045_ROUTE_062_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,8481.95
CLIENT_047_ROUTE_064_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.8965,12168.35
CLIENT_047_ROUTE_064_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9742,7276.77
CLIENT_048_ROUTE_065_SUPPLIERCONNECTION_003_NETWORK_007,2025,3,Mar,1,0.9558,10646.04
CLIENT_050_ROUTE_067_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,1,0.9838,9222.31
CLIENT_050_ROUTE_067_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9838,11639.77
CLIENT_050_ROUTE_068_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.3835,0.0
CLIENT_051_ROUTE_070_SUPPLIERCONNECTION_001_NETWORK_002,2025,3,Mar,0,0.0921,0.0
CLIENT_051_ROUTE_070_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.0827,0.0
CLIENT_052_ROUTE_071_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.3835,0.0
CLIENT_053_ROUTE_072_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,0,0.0989,0.0
CLIENT_054_ROUTE_073_SUPPLIERCONNECTION_001_NETWORK_007,2025,3,Mar,1,0.9852,9009.15
